iter	Accuracy	MultiClass
865	1	-0.05583144543
866	1	-0.05576727582
867	1	-0.0556456411
868	1	-0.05557007569
869	1	-0.05553180014
870	1	-0.05548924864
871	1	-0.05536145642
872	1	-0.05511093934
873	1	-0.05506222348
874	1	-0.05493565441
875	1	-0.0548742477
876	1	-0.05482825117
877	1	-0.05478249502
878	1	-0.05467599776
879	1	-0.05457033246
880	1	-0.0544998392
881	1	-0.05444004496
882	1	-0.05432590404
883	1	-0.054204489
884	1	-0.05411154971
885	1	-0.0540290487
886	1	-0.05397191695
887	1	-0.0538319748
888	1	-0.05371723048
889	1	-0.05363495061
890	1	-0.05358261628
891	1	-0.05355144694
892	1	-0.0534827559
893	1	-0.0534481127
894	1	-0.05338034346
895	1	-0.05328822396
896	1	-0.0532652458
897	1	-0.0531362631
898	1	-0.05303596851
899	1	-0.05297602576
900	1	-0.05294270086
901	1	-0.05290162169
902	1	-0.05283306782
903	1	-0.05277814715
904	1	-0.05267787639
905	1	-0.05261888221
906	1	-0.05255855232
907	1	-0.05250524334
908	1	-0.05244856192
909	1	-0.05237462537
910	1	-0.05232511937
911	1	-0.05228289829
912	1	-0.05224458973
913	1	-0.05218808918
914	1	-0.05211754718
915	1	-0.05202901414
916	1	-0.05194461563
917	1	-0.05190640713
918	1	-0.05179518416
919	1	-0.05173506953
920	1	-0.05166509062
921	1	-0.05162533166
922	1	-0.0515938391
923	1	-0.05155292249
924	1	-0.05141764179
925	1	-0.05134087468
926	1	-0.05111684661
927	1	-0.05107435098
928	1	-0.05100369983
929	1	-0.05097903251
930	1	-0.05091303624
931	1	-0.05083435423
932	1	-0.0507757586
933	1	-0.05060337038
934	1	-0.05052023504
935	1	-0.05044613449
936	1	-0.05034397808
937	1	-0.05026178713
938	1	-0.05019961379
939	1	-0.0501108715
940	1	-0.0500413624
941	1	-0.0498783737
942	1	-0.04966437689
943	1	-0.04953384266
944	1	-0.04951382536
945	1	-0.04938246549
946	1	-0.04929068909
947	1	-0.04927065084
948	1	-0.04919164315
949	1	-0.04908117728
950	1	-0.04887393655
951	1	-0.04880741289
952	1	-0.04873532188
953	1	-0.04866399292
954	1	-0.04851599718
955	1	-0.04842988919
956	1	-0.0484010319
957	1	-0.0482766394
958	1	-0.0481545949
959	1	-0.04806358253
960	1	-0.04799326644
961	1	-0.04791477403
962	1	-0.04779989031
963	1	-0.04770546612
964	1	-0.04767028498
965	1	-0.04758353731
966	1	-0.0475460576
967	1	-0.04751431398
968	1	-0.04745429452
969	1	-0.0474373351
970	1	-0.04738292905
971	1	-0.04726770394
972	1	-0.04724747371
973	1	-0.04716050561
974	1	-0.04712523212
975	1	-0.04709584137
976	1	-0.04706939094
977	1	-0.04699957885
978	1	-0.04694409122
979	1	-0.04682871635
980	1	-0.04674562122
981	1	-0.04669460058
982	1	-0.04665469633
983	1	-0.04657361237
984	1	-0.04643197824
985	1	-0.04633291331
986	1	-0.04616727601
987	1	-0.04610494622
988	1	-0.04603483899
989	1	-0.04590019337
990	1	-0.04586978616
991	1	-0.04585321773
992	1	-0.04581137379
993	1	-0.04575758461
994	1	-0.0457513154
995	1	-0.0456925484
996	1	-0.04552397146
997	1	-0.04550455975
998	1	-0.04546376398
999	1	-0.04540997773
